text,labels
"A ""miracle mineral solution"" (MMS) or drinking bleach can cure coronavirus",1
"In September, ""the vast majority of people (7 out of 10) who died from the COVID-19 virus in the UK were fully vaccinated.""",1
"Photo shows Helen Blythe and her son, who died after COVID-19 vaccination.",1
"People who were undergoing chemotherapy have been told that they should not receive vaccines, and should stay away from people who had received vaccines, and now because of Covid-19 this has all changed.",1
Drinking boiled garlic water will cure COVID-19.,1
"“If you have had a flu shot in the last 3-5 years, you will probably test positive” for COVID-19.",1
The anti-tuberculosis Bacillus Calmette-Guérin (BCG) vaccine protects people against coronavirus infection.,1
Covid-19 kills roughly the same number of people as flu.,1
Ram Mandir trust chief testing positive for COVID-19,1
"A July 2020 letter purportedly sent by the Ohio State Bar Association (OSBA) was accurate in stating that any retailer or manufacturer — including those operating from homes — could be sued for selling or creating COVID-19 protective face masks that were not medically approved, defective, or without proper labeling.",1
Covid-19 can be transmitted between humans and pets.,1
"COVID-19 deaths overblown, and story by Johns Hopkins student paper was censored for reporting that",1
"Biden said he will mandate COVID-19 vaccine, while Trump said he would not.",1
Two drops of lemon juice in your nostrils cure COVID-19,1
"COVID vaccine has killed almost 2,000 and those over 60 should be watched for 20 days.",1
Canada ‘free’ of COVID-19 in August 2020,1
Oxford University Hospital staff attacking COVID patient. Hospital gets Rs 5-7 lakhs for killing 5-7 people everyday,1
PMO has issued an advisory restricting movement of people because of coronavirus,1
The newest Israeli data on COVID-19 infections indicate a complete vaccine failure on every level. The data from Israel shows that nearly all serious cases and deaths are among the vaccinated.,1
"Russian doctors have performed post-mortem examinations on Covid-19 patients and discovered proof that Covid ""does not exist as a virus""",1
Pennsylvania officials are ‘attempting to silence voters’ exposed to COVID-19 by telling them they can’t vote in-person,1
A video shows Illinois men’s gymnast Evan Manivong celebrating a successful vault landing by showing off his COVID-19 vaccination card.,1
"Hospitals get paid more if patients listed as COVID-19, on ventilators",1
"The Centers for Disease Control and Prevention revoked Emergency Use Authorization for coronavirus PCR tests because they were inaccurate, led to false positives and confused positive influenza cases with COVID-19.",1
"Fact-checking a video that claims New York City hospitals are ""murdering"" COVID-19 patients.",1
Samsung Alternative Medicine Institute shared Covid-19 prevention tips,1
Accurate reporting on Pfizer-BioNTech Covid-19 vaccination drive and deaths in Germany,1
Zimbabwe has been ranked among countries that handled COVID-19 best,1
Google and Apple “put a covid tracker on every phone.”,1
Video of the relatives of a patient creating a ruckus as kidneys were robbed from the patient at a hospital in Nagpur on the pretext of COVID-19,1
Picture of massive crowds of devotees during the ongoing Maha Kumbh Mela at Haridwar despite Covid-19 restrictions.,1
A study from Memorial Sloan Kettering Cancer Center found that COVID-19 mRNA vaccines could be linked to cancer.,1
"The $1,200 coronavirus relief checks this year are “just an advance on your next tax return. … Next year, you're automatically going to owe $1,200 come tax season.”",1
"A Facebook post claims Bill Gates, the American billionaire who is supporting research into a COVID-19 vaccine, was in New Zealand at the end of May.",1
"Dr. Creep, a rapper, predicted the 2020 coronavirus pandemic in his 2013 song “Pandemic,” where he sang: “2020 combined with coronavirus, bodies stacking.”",1
People who haven’t had the Covid-19 vaccine are not dying.,1
Says Daniel Radcliffe has the coronavirus.,1
“Queen Elizabeth tests positive for COVID-19.”,1
Blood “starts to clot in a minute or two” after a Pfizer COVID-19 vaccine injection.,1
Pope Francis said that the COVID-19 vaccine is required to get into heaven.,1
Dr. Anthony Fauci and Peter Marks said 40% to 50% of CDC and FDA employees are refusing the COVID-19 vaccine,1
Confirmed COVID-19 cases would have reached 8.2 lakh if lockdown was not imposed as per ICMR study,1
CDC says PCR tests cannot tell between flu and COVID.,1
President Rodrigo Duterte offers to waive his COVID-19 vaccine slot.,1
NSS to withhold payments to personnel until COVID-19 is over,1
"""2,809 Dead Babies in VAERS Following COVID Shots as New Documents Prove Pfizer, the FDA, and the CDC Knew the Shots Were Not Safe for Pregnant Women""",1
"Italy arrested a doctor “for intentionally killing over 3,000 coronavirus patients.”",1
"""A lot of people think that (the coronavirus) goes away in April with the heat.""",1
Ghana's total confirmed cases of coronavirus is 1064,1
"The drug hydroxychloroquine is an effective preventative and treatment for COVID-19, and it is safe for people to take.",1
"""Why are yall wearing a mask? Even the box is saying it doesn't protect against covid19.""",1
"Margaret Keenan, the first recipient of the Pfizer/BioNTech COVID-19 vaccine in December 2020, was featured in a news report two months earlier, providing evidence of wrongdoing or deception.",1
"Germany halts all COVID-19 vaccines, says they are unsafe & no longer recommended.",1
Amitabh Bachchan recorded a video message for doctors of Nanavati hospital after he was hospitalised post testing COVID positive,1
Covid-19 vaccines have not been tested and there are no medical studies underlying them.,1
COVID-19 Means 'See A Sheep Surrender' In Latin,1
The media has been told when future Covid-19 variants will be 'released',1
Florida has no restrictions or mask mandate and does not have a spike in Covid-19 cases or deaths,1
Video shows North Korean TV announcing execution of Covid-19 patient,1
"“It is about some groundless accusations. In fact, this Russophobic obsession could be expected to fade under the current situation, but it doesn’t seem to be fading,""",1
"Teenage climate activist Greta Thunberg appeared on a CNN ""expert panel"" in a program about the COVID-19 coronavirus pandemic.",1
Nigeria is COVID-19 free,1
An official government poster from Ireland’s Health Products Regulatory Authority says sudden death is a side effect of the COVID-19 vaccines.,1
"The Centers for Disease Control and Prevention (CDC) announced that COVID-19, a disease caused by the coronavirus, had been found in toilet paper, and that people should use wet cloths instead.",1
An Ohio doctor died from a COVID-19 vaccine.,1
Scientific study finds semen a cure for COVID-19,1
"COVID-19 vaccines are dangerous, there is complete documented evidence showing that they cause a lot of adverse effects and deaths that the media does not report",1
Video shows police crackdown during COVID-19 lockdown in Spain,1
The 'left' exposed President Trump to COVID-19 during the Sept. 29 presidential debate,1
"The Chief Medical Officer, Chris Whitty, plans for the current rate of Covid-19 infections and deaths to continue.",1
Rusian President Vladimir Putin's daughter died after taking a second shot of COVID-19 vaccine,1
A cheap and widely available drug can save the lives of patients seriously ill with coronavirus.,1
Pfizer-BioNTech’s COVID-19 vaccine contains graphene oxide,1
Bill Gates: “The Corona/Covid-19 Virus… is sent to remind us of the important lessons that we seem to have forgotten and it is up to us if we will learn them or not.”,1
"“While all COVID-19 news has been going on, the U.S. Government has been sneakily trying to remove end-to-end encryption” which means “the government will be able to see all of your messages and listen to all of your calls.”",1
As many as one million girls across sub-Saharan Africa may be blocked from returning to school due to pregnancy during Covid-19 school closures.,1
Test for Covid-19 by holding your breath,1
Pfizer acknowledges on its own information line that its COVID-19 vaccine has not been fully approved or licensed by the U.S. Food and Drug Administration.,1
COVID-19 vaccines are associated with prion disease,1
A video shows a group of young children in China wearing hazmat suits to protect them against COVID-19.,1
"Indians are throwing away religious statues in the river for not protecting them against COVID-19, according to a set of photos that circulated on social media.",1
“There should be no coercion to take an injection of experimental gene modification technology by implementing travel apartheid.”,1
Staff test positive for COVID-19 at a Pakistani bank branch in Rawalpindi,1
Pakistani hospital uses COVID-19 isolation ward to treat non-related ailments,1
"People who are vaccinated for the coronavirus “cannot spread it to you.""",1
"Messenger RNA COVID-19 vaccines aren't real vaccines, vaccination will turn body into 'virus-making factory'",1
Tanzanian president John Magufuli was murdered due to his views on COVID-19.,1
"U.S. President Trump acknowledged that COVID-19 is deadlier than the flu in early February 2020, but continued to downplay the pandemic as ""like the flu"" in public.",1
Put a small pea-sized amount of antibiotic ointment like mupirocin inside your nostrils. The ointment will kill any infectious germs when you breathe and should kill the coronavirus before it gets to your lungs.,1
Social media posts falsely claim Japan named Covid vaccine ...,0
Fact Check: CDC Study Does NOT Prove Pfizer COVID Vaccine ...,0
"FACT CHECK: No, Dutch Government Official Did Not Say COVID-19 Pandemic Was A ‘Military Operation’",0
Claims vaccine company CEO didn’t get the COVID jab are false,0
"No, ivermectin still isn’t an effective COVID-19 treatment",0
Warning related to the 2022 COVID-19 Wave Falsely Shared as Recent from December 2024,0
Fox News commentator did not die of 'turbo cancer',0
Fact Check: 'Pro-Vaccine' Surgeon Did NOT Die Of COVID-19 Vaccine-Related Heart Attack,0
COVID-19 vaccine manufacturers produced more than 11 billion doses in 2021,0
"Misleading to say brain clots ‘112,000% more likely’ after COVID vaccine than flu shot",0
Claim Fox News commentator Kelly Powers died from cancer caused by COVID-19 vaccines is unfounded,0
No studies show COVID-19 vaccine raises heart attack risk by 500% | Fact check,0
Post mischaracterizes Dr. Oz comments on child deaths during the pandemic | Fact check,0
Fauci hasn't just now acknowledged vaccine risk of myocarditis,0
"Fact Check: COVID-19 Vaccines Were NOT Manufactured By Military Contractors, But By Pfizer And Moderna",0
"39,000 Danes did not report nervous system damage from vaccine",0
"No, German study did not find COVID vaccines increase cancer risk for kids",0
Dr. Oz Said Reopening Schools During Pandemic Would Be Worth 2%-3% More Kids Dying?,0
FALSE: A study about sudden deaths from COVID-19 vaccines that was censored by The Lancet has been peer-reviewed and finally published,0
Fact Check: Cleveland Clinic Did NOT Say mRNA COVID Vaccine Will Cause 'Mass Deaths' Within 5 Years,0
"Flawed analysis by Peter McCullough and others used to promote baseless claim that brain blood clots “112,000% more likely” after COVID-19 vaccine than flu vaccine",0
Japanese government didn’t declare COVID-19 mRNA vaccines to be deadly,0
Soros and Gates did not own Mologic before the COVID-19 pandemic,0
"No, Japan has not named COVID-19 vaccine a deadly drug",0
False claim Japan named COVID-19 shot ‘most deadly drug’ | Fact check,0
Computational study didn’t demonstrate that COVID-19 vaccine boosters increase mortality in care homes,0
FACT CHECK: ‘Insomnia cure’ ad used fake quote and post of ex-COVID-19 task force adviser,0
WHO database does not link mpox to COVID-19 vaccine | Fact check,0
Northern Ireland care system: has the number of children in care increased by 17% since the start of the pandemic?,0
"Florida’s 2024-2025 COVID-19 Vaccine Guidance Misunderstands, Distorts Existing Science",0
"No, Supreme Court hasn’t ruled COVID-19 vaccines cause ‘irreparable’ damage | Fact check",0
Claim COVID virus has never been isolated is ‘entirely false’,0
Fact-checking Donald Trump’s claims about the 2020 election during Joe Rogan interview,0
"No, Japan has not declared a state of emergency after ‘nanobot discovery’ in COVID vaccines",0
False claims about vaccine deaths resurface after Port Hedland council passes motion,0
Peter McCullough misleads again about the benefits and risks of COVID-19 vaccines in viral interview,0
Walz Didn't Order Police to Shoot Paintball Guns at Residents Who Violated COVID-19 Lockdown,0
Video of US duo’s 2011 performance was digitally altered with hoax Covid-19 prediction,0
PTI Fact Check: 2020 video of Salman Khan released during COVID-19 lockdown falsely shared with claim that he threatened Lawrence Bishnoi,0
UKHSA posts graphs based on non-existent data – Full Fact,0
Peter McCullough’s claim that COVID-19 vaccines might have caused rise in sudden deaths relies on flawed analysis,0
Fact-check: Moderna didn't say mRNA COVID-19 vaccines cause cancer,0
Claims that Covid vaccines cause early-onset breast cancer are unsubstantiated,0
"No, wearing a mask used for COVID-19 will not protect you from chlorine in the air",0
FACT CHECK: No evidence that COVID-19 vaccine causes cancer,0
Police didn’t enforce Walz COVID-19 lockdowns with paintball guns,0
"FACT CHECK: Kamala Harris Falsely Claims Donald Trump Lost 200,000 Manufacturing Jobs Before Pandemic Started",0
Hurricane Helene: Biden clip about COVID-19 vaccination from 2021,0
Trump's Problematic Claims on the Auto Industry,0
You can order four more free COVID testing kits from government,0
Claimed link between mpox and COVID vaccines is ‘scientifically baseless’,0
Harris Posted Tweet Thanking Diddy for Hosting Town Hall?,0
Higher COVID-19 death toll under Biden than Trump reflects longer presidential term spent managing the COVID-19 pandemic,0
"Yes, you can get the COVID-19 vaccine and the flu shot at the same time",0
CNN headline claiming Democrats need Covid vaccine to vote is fake – Full Fact,0
Posts Sharing Mpox Misinformation Recycle Claims from Prior Viral Outbreaks,0
Post wrongly claims COVID-19 deaths under Trump topped 1M | Fact check,0
WEF did not admit COVID-19 was a 'test of public obedience' to a new world order,0
Fact Brief: Has Arizona experienced a summer spike in COVID-19 cases?,0
VP Duterte’s claim on Davao City’s COVID funds needs context,0
Fact Check: Covid Conspiracists Say Leaders Have Admitted Virus Was 'Test',0
Fact Check: 2024 Paper On mRNA COVID-19 Vaccines Is NOT Valid Scientific Study; Expert Calls It 'Amateurish Gibberish',0
Viral chain message claiming COVID-19 apps can track phone contacts without their consent is misleading,0
"No, Alex Jones wasn’t fined for COVID-19 'crimes’ warning | Fact check",0
Video of Kathy Hochul suffering with facial paralysis is fabricated | Fact check,0
Alex Jones was fined 1.5 billion dollars for defaming families of Sandy Hook shooting victims; no evidence he was fined for warning about “Covid crimes”,0
Website draws false conclusions about COVID booster analysis,0
How to get a free COVID-19 vaccine in 2024,0
A video of a mass hysteria incident from a Nepali school is falsely attributed to Andhra Pradesh.,0
Posts falsely linking AstraZeneca Covid vaccine to mpox resurface after recent surge,0
Mpox isn’t misdiagnosed shingles – Full Fact - Monkeypox,0
People experiencing homelessness died more frequently from COVID-19 than the general population,0
"No, Harris Didn't Say All Democrats Will Be Required To Take COVID-19 Vaccine in Order To Vote",0
Posts falsely link mpox with Covid vaccines,0
Mpox is no hoax and COVID-19 vaccine has nothing to do with it,0
"No, COVID vaccines do not contain methylmercury – Australian Associated Press",0
Doctor makes misleading Covid vaccine claims on Diary of a CEO ...,0
Doctor makes misleading Covid vaccine claims on Diary of a CEO ...,0
Fact Check: 2023 video of Trump talking about new variant of Covid ...,0
"Experts say 35m deaths from flawed extrapolation, not COVID-19 vaccines",0
Viral US breast cancer stats misinterpreted – Full Fact,0
COVID-19 face mask study findings misinterpreted online ...,0
NHS data doesn’t support Epoch Times’ claim that myocarditis only occurs after COVID-19 vaccines,0
Article didn't link rising cancer rates to vaccines | Fact check,0
Still No Evidence COVID-19 Vaccination Increases Cancer Risk ...,0
Explaining the New CDC Guidance on What To Do if You Have ...,0
Rothschild did not secure a patent for a COVID-19 test in 2015 or 2017,0
COVID Vaccine Study Prompts Misleading Claims About Potential Side Effects,0
"Study Largely Confirms Known, Rare COVID-19 Vaccine Side Effects",0
'Hidden' COVID data is freely available online – Australian ...,0
Claim high pH foods curb COVID is a lemon,0
Posts Misrepresent Mouse Study of Pangolin Virus,0
Chinese lab didn’t create 100% lethal ‘mutant COVID-19 strain’,0
Zero-COVID Policy's Impact in China Is Contrary to Progressing ...,0
Fact Check: German Scientists Did NOT Uncover Evidence That EU Pfizer-BioNTech Batches Included Placebos,0
Senate hearing used to propel vaccine DNA fears,0
Covid vaccine misinformation resurfaces after China's winter surge in respiratory illnesses,0
Faulty Science Underpins Florida Surgeon General’s Call to Halt ...,0
Data debunks daft child vaccine deaths claim – Australian Associated Press,0
Assessing Claims About a Supposed Investigation Into the Former Italian Health Minister,0
Faulty Science Underpins Florida Surgeon General’s Call to Halt ...,0
"Yes, you can now order more free at-home COVID-19 tests from the federal government",0
"COVID-19 Vaccines Save Lives, Are Not More Lethal Than COVID-19",0
'Get Covid and live longer'? Boris Johnson's WhatsApp at Covid ...,0
The Covid vaccines are not 'poison' – Full Fact,0
"Claims that Matthew Perry died because of COVID-19 vaccine are unfounded, lack evidence",0
Covid vaccine project using fragments of HIV was cancelled in 2020 ...,0
"Fact Check: Peter McCullough Cites Discredited Papers, Recirculates COVID-19 Falsehoods In September 13, 2023, Speech",0
White House Emails Prove Biden 'Hid Deadly COVID Jab Risks from Public'?,0
A new study doesn't show Pfizer's COVID vaccine causes 'VAIDS',0
There is no connection between rising COVID cases and elections ...,0
CDC data does not show that 99% of COVID-19 deaths were due to ...,0
The CDC didn't say vaccinated people are more at risk of a new ...,0
Fake CDC 'COVID health advisory' post is copypasta,0
Conspiracy theorist spreads false information about the return of ...,0
Government spent much more than £18bn on the Covid health ...,0
"Covid vaccines do not cause meat allergy, experts say",0
"WHO Director-General Is Vaccinated Against COVID-19, Contrary to ...",0
RFK Jr.’s COVID-19 Deceptions,0
Florida leprosy cases highlighted in recent report aren't linked to ...,0
Ditch the detox. The spike proteins produced from COVID-19 vaccination aren’t toxins.,0
No Support for Viral Claim That COVID-19 ‘Lockdowns’ Are ...,0
"No, COVID vaccines don’t contain nanotechnology that can be programmed via 5G wireless networks",0
Covid isn't fake – Full Fact - Coronavirus,0
RFK Jr.’s COVID-19 Deceptions,0
"No, Europe has not stopped offering COVID-19 vaccines",0
"No, 'monkey virus DNA' was not found in COVID vaccines",0
Cleveland Clinic Study Did Not Show Vaccines Increase COVID-19 ...,0
Video Distorts Early Coronavirus Research To Promote Baseless Bioweapon Conspiracy Theory,0
Posts misrepresent Israeli data on COVID-19 deaths in young people,0
Fact Check: Video Does NOT Prove COVID-19 Spike Protein Replaces Sperm In Men,0
Mirror wrong to say NHS standards 'since Covid' behind excess ...,0
Posts misrepresent research on multiple sclerosis and COVID-19 ...,0
CDC did not recall Johnson & Johnson COVID-19 vaccine | verifythis.com,0
Viral headline twists study about ventilators and COVID-19 deaths,0
Ivermectin’s race is run as studies all point to the same conclusion,0
UK's worst week for Covid-19 deaths far worse than viral post claims ...,0
"German study looked into COVID's impact on the brain, not vaccine ...",0
The WHO has not declared the Covid-19 pandemic over – Full Fact,0
Animal studies included in Pfizer COVID-19 vaccine approval application showed no signs of reproductive toxicity,0
NHS Covid tracing app did not cost £37bn – Full Fact,0
Is Nikki Haley right that $500 billion in COVID-19 funding could be rescinded? It’s not that simple,0
Did people in India burn down the 5G tower?,0
"No, DOD didn't contract for COVID research before pandemic",0
"Fewer Cases of Flu Due to Pandemic Precautions, Contrary to Viral ...",0
"Fact Check: No, Swiss govt Did NOT order 'immediate halt' to Covid-19 vaccination",0
Posts Exaggerate Lab Findings About COVID-19’s Impact on ...,0
Report doesn’t prove COVID-19 vaccines caused excess deaths,0
Covid-19 is not a 'simple flu' – Full Fact - Coronavirus,0
Anti-vaccine advocates mislead on British boy's death,0
"No Evidence Scientists Received Grant for Changing Opinion on Pandemic Origins, Contrary to Claims",0
"Spike in deaths in Australia from COVID illnesses, not vaccine",0
No evidence supports the use of medicinal plants mullein and marshmallow to cure or mitigate COVID-19,0
Fact Check: Case Study Does NOT Prove Pfizer COVID Vaccine Linked To Fivefold Increase In Cancer Biomarker,0
Fact Check: Bill Gates’s ‘Uncomfortable’ Interview Over Covid Vaccines Is Edited,0
"Hospital COVID payments tied to patient treatment, not deaths",0
"Russia is replenishing COVID-19 vaccines, not destroying them",0
"Deaths rise in New Zealand due to COVID, demographic shifts",0
Still No Determination on COVID-19 Origin,0
WEF egg ban claim is simply crackers – Australian Associated Press,0
Mouth cancer rates not increased by Covid-19 test swabs – Full Fact,0
"Fact check: COVID-19 mRNA vaccines cannot cause the disease, don't have live virus",0
Posts Falsely Claim CDC Official Admitted COVID-19 Vaccines ...,0
What the Cochrane Review Says About Masks For COVID-19 - and ...,0
Fauci: recent paper doesn’t suggest COVID vaccines ineffective,0
"Fact Check: Moderna CEO Did NOT Admit Company Produced 100,000 COVID-19 Vaccine Doses In 2019",0
‘Bombshell’ 5G COVID studies tank upon closer inspection,0
COVID-19 vaccines don't contain HIV,0
Georgia school form on sudden cardiac arrest risks isn’t new,0
Posts falsely claim Malaysia mandates second Covid booster as China tourist influx expected,0
UK not banning COVID-19 vaccines for people under 50,0
Claims linking COVID vaccinations to ICU admissions are misleading,0
Covid death rates were not a 'lie' – Full Fact - Coronavirus,0
Covid death rates were not a 'lie' – Full Fact - Coronavirus,0
Claims baselessly link COVID vaccines to athlete deaths,0
Mask mandates did not immediately control a Covid-19 wave in ...,0
Moderna vaccine claim gets a jab of truth,0
"Fact Check: GoodSciencing.com List Contains Obvious Non-Cardiac, Non-Vaccine Related Cases of Dead Or Collapsed Athletes",0
Is sharing Covid-19 information on social media a punishable offence?,0
COVID treatments weren't suppressed to OK vaccines' emergency use,0
Combination COVID and flu test does not prove they are the same ...,0
Old Video of Doctor Spreading Covid-19 Misinformation Revived | BOOM,0
Sharing Any COVID-Related Info in WhatsApp Groups Punishable? Here’s The Truth Behind Viral Message,0
Unvaccinated camps are a COVID conspiracy – Australian ...,0
"Article misrepresents CDC data, falsely links deaths to COVID ...",0
"Grant Wahl died from a ruptured aortic aneurysm, not a COVID-19 vaccine",0
World Cup reporter's fatal heart condition unrelated to COVID vaccine,0
"Fact Check: Pharmacists, Doctors Do NOT Rely Solely On Blank Page In COVID-19 Vaccine Package In Deciding Whether To Inoculate",0
Country Singer's Death Not Related to COVID-19 Vaccine,0
Patent application doesn't show COVID test was developed in 2015,0
COVID-19 PCR tests are not human cloning devices,0
Covid-19 is not 'a lie' – Full Fact,0
Covid-19 is not 'a lie' – Full Fact,0
Fact Check: UK Medicines Regulator Does NOT Confirm COVID Is Man-Made; Vaccines Were NOT Made With Computer-Generated DNA,0
"COVID-19 Vaccines Reduce, Not Increase, Risk of Stillbirth",0
"Bodybuilder Died from COVID-19, Not the Vaccine as Social Media ...",0
Deaths due to SADS aren't covering up 'genocide' caused by Covid ...,0
COVID strain developed in lab less lethal than original virus,0
Posts mislead on Pfizer COVID vaccine's impact on transmission,0
Fact Check: Trudeau Did NOT Drop Vaccine Mandate Because 9 In Every 10 COVID-19 Deaths Have Been Among the Vaccinated,0
Posts continue to misrepresent VAERS COVID-19 vaccine data,0
Viral Posts Spin Falsehood Out of Denmark's COVID-19 Booster Drive,0
Scrabble picture is wrong to say Covid-19 doesn't exist – Full Fact,0
Fact check: World Health Organization chief Tedros Ghebreyesus is vaccinated against COVID-19,0
Denmark didn’t ‘ban’ COVID-19 vaccines for children,0
"Analysis of Dutch cities’ mortality doesn’t show that COVID-19 vaccines increase the risk of death, contrary to Alex Berenson’s interpretation",0
Analysis | Fact-checking Trump’s new campaign-style video,0
Study on COVID vaccination and contagiousness misrepresented,0
False claim about COVID-19 vaccine animal studies circulates anew,0
Fact check: No tie between COVID-19 vaccine and Toronto doctor deaths,0
Misrepresentation of Germany’s Data on Unverified COVID-19 ...,0
COVID-19 vaccines don’t contain scopolamine,0
Trump did not issue statement on Biden's COVID-19 diagnosis,0
"Shinzo Abe Killed Over Japanese COVID Policies? No, Viral Claim Lacks Evidence",0
Comparisons between new COVID variants and measles are ...,0
Fact Check: Does Pfizer COVID Vaccine Lower Sperm Quality?,0
Posts distort data on Pfizer COVID-19 vaccine and pregnancy,0
Unvaccinated people are still dying from Covid-19 – Full Fact,0
COVID-19 vaccines didn't cause monkeypox outbreak,0
"The benefits of COVID-19 vaccines in preventing severe disease and other complications outweigh the risk of myocarditis, which is higher after COVID-19 itself",0
FACT CHECK: Did The UK Government Create This Poster Offering Financial Compensation For Those Who Were Injured By The COVID-19 Vaccine?,0
Number of death certificates with only Covid-19 is a bad estimate of ...,0
Number of death certificates with only Covid-19 is a bad estimate of ...,0
Number of death certificates with only Covid-19 is a bad estimate of ...,0
Number of death certificates with only Covid-19 is a bad estimate of ...,0
Stew Peters film ‘Watch the Water’ ridiculously claims COVID-19 is snake venom. That’s Pants on Fire,0
GB News interview features misleading claims about Covid-19 and vaccines – Full Fact,0
The UK's Covid 'survival rate' is lower than 99.972% – Full Fact,0
"Fact Check: US Government Did NOT Secretly Pay Major Media Outlets To Promote COVID Vaccines, Suppress Negative Coverage",0
Evidence Still Lacking to Support Ivermectin as Treatment for COVID ...,0
Claim that COVID-19 deaths have been “vastly overcounted” is baseless; the evidence suggests the opposite,0
Video of US planes that fight wildfires shared in Indonesian misleading posts about 'spreading Covid',0
Claim TGA now backs ivermectin is a losing bet,0
Is there a 50% chance of hospitalisation with Omicron if you don't get a COVID-19 booster jab?,0
Maajid Nawaz got Covid-19 facts wrong on the Joe Rogan podcast – Full Fact,0
Maajid Nawaz got Covid-19 facts wrong on the Joe Rogan podcast – Full Fact,0
Fact Check: CDC Is NOT Collecting DNA Through COVID-19 Test Samples,0
Conspiracy Theorists Link Voldemort With COVID-19 Pandemic | BOOM,0
Washington Post overstates prevalence of long Covid – Full Fact,0
Qantas CEO pie video unrelated to Covid-19 vaccine mandate,0
Bill Gates didn’t say all Covid-19 vaccines should be withdrawn – Full Fact,0
"No, COVID-19 vaccines aren’t driving an increase in deaths",0
Donald Parham Did Not Have a Heart Attack During a Match After Receiving the COVID Vaccine | Misbar,0
Higher number of reported Covid-19 deaths down to backlog – Full ...,0
"No, Pfizer Does Not Own Neil Young's Music Catalog",0
Claims Covid-19 vaccines have led to five times more deaths than other vaccines are based on false assumptions – Full Fact,0
Dan Wootton and David Davis make incorrect claims about Covid ...,0
"Chlorine Dioxide Is Not A 'Covid-19 Treatment', Experts Warn Of Risks | BOOM",0
Fact Check: Meme Does NOT Paint Accurate Picture Of Effectiveness Of COVID-19 Vaccines,0
Nurse peddles baseless claim that COVID treatment remdesivir is ...,0
Fact Check: NO Evidence That Purpose Of COVID-19 Vaccines Is To 'Kill Off A Large Proportion Of The Population',0
Dozens of viruses aren't causing positive COVID-19 tests,0
An Instagram post underestimates Covid-19 deaths among younger people – Full Fact,0
This graphic has been doctored to include a fabricated quote from Leni Robredo,0
"Italy Has Not Found The Cure For Coronavirus, Nor Is It A Bacteria",0
"Labeled swabs in photo are for quality control, not a sign COVID-19 tests are fixed",0
Spanish politician misidentified in posts saying soccer players should find novel coronavirus cure,0
"This video of a man escaping health and police officials is from Kerala, not Telangana",0
Joe Rogan interview with Peter McCullough contains multiple false and unsubstantiated claims about the COVID-19 pandemic and vaccines,0
Internet providers offer free internet amid coronavirus,0
"Image shows Brazil’s president crying, not Italy’s prime minister",0
Did CDC Tell Parents To Prepare for 'Sudden Sleepover' at Schools Due to COVID-19?,0
Fake CNN Report: COVID Vaccine Recipients Become Cannibals,0
No evidence that COVID-19 vaccines cause more severe disease; antibody-dependent enhancement has not been observed in clinical trials,0
Fact Check: Amitabh Bachchan visited Haji Ali dargah after recovering from Coronavirus is FALSE,0
More than 30 people are allowed to protest – Full Fact,0
Child health concerns didn’t prompt new Pfizer vaccine ingredient,0
Fact Check: Drinking alcohol can impair immunity but it won't protect you against COVID-19,0
No Entry Restrictions for Unvaccinated People in Kuwait | Misbar,0
Fact Check: Video Does NOT Prove A Microchip Reader Used For Pets Found A Chip In A Vaccinated Woman's Arm,0
An old image is being shared as ‘COVID-19 infected woman hugged her child for the last time before death’,0
"Were NSW's coronavirus numbers higher than Victoria's thresholds for lifting curfew, as Scott Morrison said?",0
This photo has circulated online since 2019 in reports about gun violence -- it does not relate to the coronavirus pandemic,0
School Textbook Lists Cure For Coronavirus? A FactCheck | BOOM,0
Coronavirus pandemic is not ‘effectively over’ as op-ed claims,0
Did Australian Stores Ban Chinese Customers Due To COVID-19? | BOOM,0
Fact check: India's COVID-19 surge not connected to vaccinations,0
Fact check: Morel mushrooms do not increase coronavirus susceptibility,0
Blog post wrong on what Bill Gates said about COVID vaccine,0
VERA FILES FACT CHECK: Post on PH having ‘fewer’ COVID-19 cases vs Italy MISLEADING,0
Inaccurate Covid vaccine ‘Q&A’: fact checked – Full Fact,0
Experts reject claim that supplements can counter Covid-19 vaccines,0
Fact check: Posts on WHO's stance on vaccinating children lack context,0
Health authority dismisses claim Canadian child died after Covid-19 vaccination,0
False claim circulates on Facebook in Myanmar that chewing betel quid can prevent Covid-19 infection,0
"PCR tests for COVID-19 are specific for the novel coronavirus SARS-CoV-2 and do not detect other coronaviruses, contrary to claims in viral article and video",0
"Posts mislead about coronavirus response in Canada, Japan, Germany",0
"Claims about Russia, Covid-19 and 5G are almost all false – Full Fact",0
An Australian professor didn’t say Covid-19 vaccines aren’t vaccines – Full Fact,0
Philippine health experts dismiss misleading online claim that tinospora crispa plants can treat novel coronavirus,0
Ron Paul wrong to say no basis for coronavirus death rate,0
False posts claim Sri Lankan regulators approved traditional medicine as Covid-19 cure,0
"COVID-19 Variants Named After Greek Letters, Not Military Code | Misbar",0
"No, the President hasn't suspended rentals during lockdown",0
This video has circulated online since at least 2013 and shows people receiving Bibles,0
Claim that Florida is undercounting COVID-19 deaths uses flawed comparison,0
"No, Food Donations Were Not Made In Turkey During COVID-19 'Lockdown' | BOOM",0
There’s no sign the COVID vaccines’ spike protein is toxic,0
"Chiropractor Again Peddles False, Misleading COVID-19 Claims",0
