review,sentiment
"I've seen three of the Animatrix episodes, and this is my favorite of all of them. The Second Renaissance provided a flimsy back story to the already flimsy universe. Program was a stylistically impressive number, it just felt kind of silly. I guess what gives this one it's special touch is the direction from Shinichiro Watanabe, director of the incredibly popular (and for good reason) series Cowboy Bebop. It has some of the best elements of Bebop: slick, sci-fi adventure, a no-nonsense, slightly apathetic hero working for hire, a bounty-head (more or less), and a chase scene, all wrapped up in an excellent film-noir packaging. Watanabe's Tarantino-style slickness comes through here full throttle.",positive
"Licence fees to watch this trash, And pay for it with hard-earned cash? Humourless, no hint of laughter, God knows how it won a BAFTA! We've now been subjected to ""Eastenders"" for twenty years. When, oh when is the Great British public going to see this awful soap for what it is? Crass Pap! This programme no more depicts reality in the East End of London than everyday life in Beirut, and never has done.The Eastenders I know (the real ones) are kind, courageous, hardworking and loyal. And one of their greatest attributes is humour. It was the Eastenders who went through the worst of the London blitz and still stuck two fingers up to Hitler. And what do we see on our screens for five days of the week (including an omnibus)? Nothing but a bunch of moaning, wailing, ""dead from the neck up"" wimps, who seem to do little else than sit in a pub all day sniping at each other. What a great advert for Britain that is!! Do the writers actually believe this garbage they're pumping out? Obviously the woolly-minded section of the public does, but then I've heard that apparently anyone can be brainwashed into believing anything.",negative
The script is very weak & there is no depth in the characters. The story telling is not the importing thing here. The unnecessary action & Scenes does not really help this one. One of the worst movies in Sweden´s history of films.,negative
"Why is it that when a star reaches the top of the star chain, they ruin all the good work by making a bad movie? Burt Reynolds peaked, then started making dreadful Hal Needham car chase flicks. Arnold Schwarzenegger became the hottest property in Hollywood, only to invite derision upon himself with the appalling Last Action Hero. And here, loquacious Eddie Murphy erases memories of Trading Places and 48 Hours with this ""family"" adventure flick, which is an unbelievably tedious, childish and generally plain awful misfire in which the chance to see Charlotte Lewis's great big breasts in a tight blouse is the most appealing aspect of the entire film.The story is pure humdrum. It concerns social worker Murphy, contacted by mysterious types and told that he is the Chosen One. Chosen for what, I hear you ask. His job is to rescue a Tibetan boy with mystical powers from a race of demons who want to rule the world. As the main demon, classy actor Charles Dance looks terribly embarrassed to be in the film, but hey, I'm sure he was well paid for sacrificing his talents. Of all Murphy's films, this is easily the worst. I've read some reviews which suggest that it is nice to see Murphy in an atypical role, in a non formulaic kind of film, and while both points are loosely true there's no forgiving the fact that the film - however atypical and non formulaic it might be - is an absolute load of garbage.",negative
"I own almost every Seagal movie (yes even ones like this that are low budget), and I must say, this may be the worst, not only of his movies, but of all movies ever made. The only highlight of this film, and only reason I gave it 2 stars instead of 1, is that A. it is Seagal, and B. Seagal does have some sweet action sequences, specifically in the store, and also when ever else he takes out an entire army with a knife. Next time give me 90 minutes of Seagal killing people, and don't even bother with a story line, because the storyline not only stunk, but so did the acting, the fact that F-18's and F-14's somehow changed into F-16s, and also the fact that the Stealth was as fast as an F-16. Also the Stealth never had to refuel??? And since when is Afghanistan considered hostile territory from an Air Force stand point. last I checked, Afghanistan has no Air Force, we (USA) control the skies. Also, this top secret mission was played through speakers to all the crew in the room, yet the Admiral still whispers to the other guy that it is secret. Also, how did Seagal go from the bottom of the truck, to the top? PLease tell us why they jailed him, Since when are Air Force pilots great commandos (unless they are Owen Wilson?) And since when are their drunks in Arab countries, considering Muslims don't drink alcohol? Also on top of that, since when do Arabs listen to orders from females like the #2 in charge? The highlight of the film was definitely Seagal killing people in the store, and the other 50 people he killed with a knife, as well as the very brief and totally random lesbian scene that came out of nowhere.",negative
"This is a piece of Hollywood product that should have never left a film can. Dialogue without a plausible thought, plot without a point, staging without skill, directing without direction, and acting without the worth of some backwater high school's freshman class play. The entire cast should have been arrested for over acting.But otherwise, okay!",negative
"I argued with myself whether to rent this or not. I'm always afraid of renting something I've never heard of (don't remember this being in theaters). Great cast...that's what tipped the scales. 30 minutes in, I almost stopped watching it. The first few minutes are fun to watch, but unbelievable. It only gets worse after that. The writers of this movie could do a little research on future projects if they want to make their movies even a little better. Or they could just try writing something just a little bit believable. I give it a 3....a 1 for the writing (only because there are words)and a 2 for being able to get so many good actors to agree to do this movie despite having to read the script. Oh my god this movie sucks.",negative
"After playing a nymphomaniac in WRITTEN ON THE WIND, Dorothy Malone finally said good-bye to her sweet sister/wife roles and demonstrated an ability to play mantraps with the best of them. She and Gloria Grahame played the same sort of tramps--and for her efforts here in a very manipulative role, Malone won a Best Supporting Actress Oscar.The film she's in is not quite up to Oscar standards, but it is a strong enough melodrama under Douglas Sirk's capable hands. There's an almost noirish look to the explosive opening scene and it sets the tone for the rest of the sudsy fireworks in a story that has ROCK HUDSON, LAUREN BACALL, ROBERT STACK and DOROTHY MALONE as its headliners.Domestic squabbles among the inhabitants of a wealthy family with an oil background are the primary focus of the drama, with the accent on the strong supporting players, Stack and Malone. Both of them seize the opportunity with both hands and Stack, too, should have been awarded for his sterling job as the weak, alcoholic brother driven to desperation by his own wild motives.The nominal stars have less impressive work to do, but do it with their usual skill and conviction--Hudson and Bacall. They play their more sympathetic roles with quiet authority and understanding.The use of color is particularly striking (as it usually is in a Sirk film) and yet it doesn't preclude me from thinking of the film as a Technicolor film noir in the vein of LEAVE HER TO HEAVEN.Well worth watching with some interesting performances from the entire cast.",positive
"Soul Calibur has always been my favorite fighting game series of all time. And SCIII is my favorite one of the series.The graphics are very well done. Much bigger improvement over the choppy polygons in Soul Edge/Soul Blade. The characters have facial expressions, hair blows in the breeze and they even blink.Soul Calibur has always been known for it's interesting plots and characters and SCIII is no exception. Each character has his/her background story that is detailed and well done. My favorite character is Chai Xianghua. She's cute, she's funny and she's a strong female character. Yeah, I know she wears pink and has a boyfriend (who she ends up saving BTW), but there seems to be more to her than that. Xianghua, like all the other characters, have flaws and upsides to their personalities, so no character is perfect, not even the good guys.The music is beautifully composed for a fighting game series. It doesn't sound kitchy (the Vampire series) nor does it sound like old school porn film soundtrack (Mortal Kombat). The characters have their own themes and a lot of the themes are done to match the culture of that certain part of the world. I don't think there is a song on this soundtrack I don't like.Another cool thing about this game is to create your own anime-like character (Create a Soul). You could make him/her look as cute or as sexy or even ugly if you like. However, if you found a character customization that you like, remember to take notes, or else you won't remember how you created that character. I found myself being very addicted to CaS.Overall, I think Soul Calibur is my number one fighting game series of all time. It has everything I asked for. What more could I want?",positive
"This movie is such a piece of unbelievable crap. First let me talk about the pros: Sandra Bullock in a black bathing suit.Now the rest of the story which is all pretty much bad. We have said computer programmer Angela Bennett (who's online profile is ANGEL - HOW WITTY!!! I bet the directors cheered over that one for an hour) who basically checks other Company's software for errors/glitches etc. So we start with her ordering pizza on the Internet and then putting on a fireplace on her monitor (EXTREME computer skills shown thus far). This is after she finds some virus on a macintosh program which crashes the whole system after hitting the escape key. This is apparently a HUGE problem yet the virus created to do such could be done in about 1 minute with a simple batch file.Any event, we move on. She gets this call from some other bloke (that works at the same company) and this fool says to go click this symbol which apparently opens up some secret Internet gateway to a bunch of unprotected 'top secret' data woohoo! Angela saves this crap on a disc and now the people that created this loophole are out to get her. This of course is only after she hooks up with one of the bad guys only BEFORE he tries to kill her BEFORE she jumps in the ocean off his boat, BEFORE she winds up in a random hospital.Problem #1: You can't create a loophole on the Internet to gain access to a bunch of top secret FBI data. Where the hell did this come from? Since when can a group of hackers control the basic flow of the Internet (even in 95)? Problem #2: Angela would need proper identification before a hospital or clinic would release her. She could not just pack her things and go.Then these 'hackers' or whatever change Angela's ID so she can't get help from anyone and conveniently enough all her ID is gone. So she returns home and a cat and mouse chase goes on and on and on.Apparently all police and FBI people are stupid and don't believe her. So then she has to utilize a bunch of tactics to enter into the building where she works (where the person who is now filling in for her is) and get back to her old computer. She starts talking to some other random bloke and finds out who is behind everything through some BS IP address that the director knows the audience is too stupid enough to believe.Then she runs to some center to mail all this information to the FBI. She apparently HAS to use a mainframe to email stuff to the FBI. But then the same fool that tried to kill her BEFORE throwing her in the water catches her and easily hacks into the FBI again (wtf?). But remember that cool virus? Well somehow she luckily gets that and even though the virus only worked on software, it now works on the entire system too. It brings down the whole mainframe which has all the fake information because the mainframe was just sitting in the middle of some convention... WHAT THE HELL IS THIS CRAP! Anyway, the now uber virus works and Angela (the real one now) runs away and later kills the evil dude with a fire extinguisher. He of course has a gun, runs up to her so he's like 2 feet away and then decides to aim. CLASSIC Hollywood.All in all this movie is so full of BS and crap. Anyone who doesn't know a lot about computers will be wildly fooled into thinking this crap is possible but not one thing is accurate concerning computers or the net. And I honestly doubt I'd see a multiplatform virus for Mac and a mainframe computer (*cough LMAO*).",negative
"This is my fourth review of a Charlie Chan movie in series chronological order on these consecutive days. This is also my first comment of one I've seen previously though it's been about 24 years since then, so I didn't remember much of it. In this one, the Honolulu detective is investigating an espionage ring that was initially tracked by a former Scotland Yard acquaintance who has turned up missing in the Big Apple...This is the best of the Chan entries I've seen so far in current memory with every clue being connected (though, of course, if I look at them at closer examination, there could still be some holes though I can't think of any right now). And ""No. 2 Son"" Jimmy (Victor Sen Yung) is somewhat of a help when he first identifies the poison that results in some murders early on, though, of course, he blunders a little later. Among the returning supporting cast from the last Chan film-Charlie Chan at the Wax Museum-are blonde Joan Valerie as June Preston and Stanley Blystone, who's brother John G. helmed a lost Chan one called Charlie Chan's Chance, as a fingerprint expert. Nice intrigue especially with an exciting climax aboard a bomber plane. Oh, and watch for a certain Stooge at a police line up...",positive
"Oh, well, this movie starts off well. It's kinda funny and seems like it could be a fun movie. Then it becomes a bit serious and goes off the rails. It sort of wants to be 'Boogie Nights' but it can't achieve it. If only it stayed with the tone of the first quarter of the film...",negative
"I sort of liked this movie, not a good one, but not the worst ever made. Though, everyone else says it is one o the worst movies ever created, I thought it was okay. There are a lot of immature jokes. It wants to be funny sometimes, but fails.The story is OKAY. It may be a little hard to follow for the younger audiences, though.The acting is pretty bad. Jamie Kennedy is a horrible actor at most times. At some times, it is even laughable. Alan Cumming is probably the best actor in here. He is funny when he is supposed to be, but some of his lines are god awful.Oh, and the main bad thing about this movie that I hated was Tim Avery's voice when he is possessed by the mask. The voice is HORRIBLE. Also, the scenes that he is in are so unfunny, that they are almost unbearable. I am sure they could have cut him out, and it wouldn't affect the movie at all.Overall, you can live without seeing this. It is a nice movie to watch if you have nothing else to watch, though. They definitely could have gone without making the sequel, but it is a decent effort. 4/10",negative
"I tried. God knows I tried to like this Swiss Cheese of a movie, but the story was too full of holes, some big enough to drive a horse drawn carriage through. The acting overall was even and the characters endearing enough that you regretted they died off like recently sprayed roaches, scattering off to die their own gruesome deaths. Overall, however, it was not really very scary. Afterall we have seen spooky quickly moving figures in the background since ""The Brood"" why back when / and it was scary then just briefly. This film just never resolved the basic plot points and thats the writer's job. Naturally you would expect the director to pick up on the fact that the story did not make sense. Like who's was the secret room behind the wardrobe, why did the blood hungry ghost not die when she received the nails as prescribed by the book they read earlier? Why did the computer say ""game over"" for Frankie's character even though he lived? The list goes on and on. I don't really feel comfortable recommending this film as its makes you feel like you wasted your time and there was not enough payoff in truly scary moments.",negative
"""Don't bother to watch this film"" would be better advice, if you like Marilyn Monroe in her other roles. This was a huge disappointment considering the great cast, not just Marilyn.The story was just nothing, certainly nothing like described on the VHS box, of course. There simply was no suspense, precious little excitement and too many dull spots, most of them trying to show why ""Nellie"" (Monroe) was so messed up. This was not a good role for Monroe, even though I didn't need to see this character to know she could act. ""Some Like It Hot"" alone was good enough evidence for me. But this role just didn't fit her and it's no surprise it wasn't one of her more popular films.It's also too bad a film had the waste of the talents of actors like Richard Widmark, Anne Bancroft, Elisha Cook Jr., Jeanne Cagney, Donna Cocoran and others. Summary: it's not entertaining and entertainment is the name of the game.",negative
"Edward Furlong and Christina Ricci are an excellent couple and demonstrate it with their unique charisma featured in this movie.This is the typical ""alternative"" or indie movie with a plot that features a rare situation that suddenly becomes really important.Pecker is an average boy who has an old camera and his main hobby is to take photographs of the exotic habitants of the small town where he lives in. Suddenly an alternative artist pays attention to his work and hires him in order to expose his work in some important festivals and more.But Pecker life changes drastically as now fortune and fame seem to infuriate the town's people who are Pecker's main inspiration. Even his sexy girlfriend gets mad because now he does not pays the ""adequate"" attention to her.Well this is an Indie movie with an edge but not for everyone. It may seem boring or pretentious for some people but still I think it worths a watch only because it offers something ""different"" than Hollywood's typical standards.To describe in a few words: This is the typical Christina Ricci and John Waters movie. That's it.Oh and I almost forgot to mention that the ""Full of Grace"" lines are really annoying. Geez.",positive
excellent drama. very dark. i have never seen california photographed in such a way. bridget fonda as the deaf wife beaten by her husband is superb. the film gripped me from start to finish. very understated performance by sutherland. the direction was very european. amazing to get such a performance from fonda.,positive
"Okay, I've watched this movie twice now, I have researched it heavily on the net, I have asked several people on there opinions. I have even gone to the length of reading the original Sheridan Lafanu Classic 'Carmilla', a book that this movie is supposed to be based on. I feel that the best way to review this movie is to describe a game to play whilst watching it. As the plot of the movie doesn't seem to make any sense at all, here is the plot of the book.Laura lives in a castle in Syberia with her Father, Mr De Lafontaine. They carry on with their lives blissfully and peacefully. One day they get a letter from the 'General' a man who has made it his mission in life to avenge his daughters death. He makes claims of supernatural powers being at work, and explains that he will visit them soon. Meanwhile, a chance encounter with a strange woman results in the Lafontaines looking after her Daughter, Carmilla, for several months. Soon Laura starts to be overwhelmed by strange dreams, and begins to come down with a strange illness. Who is this mysterious Carmilla? And just what has she to do with Laura's condition, and the General?I have invented this game and would like as many people as possible to play it, and let me know what their results are. I even have a catchy name, and would have a jingle too, but I can't be bothered with that. It's called the ""this movie doesn't make any sense"" game.All you have to do is, whilst watching the movie, try to come up with a complete plot that explains what is happening. I mean complete, all questions answered, everything makes sense, absolutely complete.It will have to answer such questions as ... * Why can vampires walk around in day light?* Why are they all lesbians?* Why is a girl called Bob? and why does she shoot herself?* When is the movie a dream and when is it real?* Why does killing zombies appear to be an accepted part of life that doesn't make anyone bat an eyelid?* Why does Travis Fontaine spot and run down a zombie without slowing down whilst driving his car, yet when faced with a woman with an obvious hostage in the back of her car, accept the excuse that she is a zombie too?* And why does he then let a girl, which he later openly reveals that he knows is the head vampire, drive with him in his car?* And then let her drive off, alone with his daughter in a stolen car?What the hell is the asylum scene all about?* What the hell is the green goo all about?* Why does the head vampire suddenly start dressing like a nurse?* Why are there never any vampires fighting Zombies?* What is the significance of the necklace? what is it made of? why does it kill vampires? and how does Jenna know that?In fact sod it, it's just as much fun trying to come up with as many questions about this movie too.I have my plot, and I have to admit it is not quite there, but it is a pretty good effort.In Conclusion'Vampires vs Zombies' has no moment in it where there are actually Vampires fighting Zombies. Everyone in the movie seems to know exactly what is going on, yet they seem very reluctant to let the audience in on this. And somehow it is based on a classic 19th century horror novel. How? Why? What the hell is going on?",negative
"Let me preface by stating that I have lived in Louisville, Kentucky all of my life. I grew up about ½ mile from Waverly. In the wintertime we would pull our sleds down Maryman road and cross Dixie Highway to go sleigh riding on Waverly Hill. Many times during the winter of 76-77 we would climb into the Tunnel to warm ourselves. The place was still being run as a ""Geriatric Center"" at the time. We would go all the way through the tunnel up the hill to bang on what we thought was the ""Door to the Morgue"". I have to be honest. The only sensation we felt was that we were getting away with something we should not be doing. I would have to say we went up that tunnel over 50 times that winter. Nothing stranger than teen-aged boys acting stupid ever happened. I love the fact that it is getting attention after all these years. One evening when I was young we looked out our front porch and it appeared that the entire hill was on fire. There was an older hospital on the hill that burned down. It burned for hours while the entire neighborhood sat outside and watched. The thing that gets lost about Waverly is that many people survived TB there. Let's face itThe doctors back then did everything they thought was correct to save people. It took a lot of guts for people to work there knowing how contagious TB was. Too much is focused on those who suffered. I also have traveled into the building several times in the early 70's. We would go and visit shut-ins in the Nursing Home through a church youth group. By the way, the doors there were not prison like steel doors with chains and padlocks as portrayed in the film. They were wooden and opensometimes too open. It did smell of urine and feces and you saw the occasional open gown associated with patients with dementia. It was true that it was closed by the state in the early 80's. A lot of that may have to do with the age of the building or the right guy wasn't paid off. This is after all Kentucky. The part of the documentary that turned me off the most was the piling of bodies into a cart. If I am not mistaken it appears to have been Holocaust footage. That was added for dramatic effect. It left me with a sour taste in my mouth for the filmmaker. I am a skeptic when it comes to ""Ghosts"". I do believe that many around here truly think the place to be haunted. Waverly for me however symbolized a fun place for adventure for a boy with a sled.",negative
"David Mackenzie's follow-up to the brilliant Young Adam wants to be a feel-good underdog story of a lonely voyeur who is trying to confront some psycho-sexual issues with his dead mother. It wants to be gritty, realistic, and mysterious. At the same time, it wants to be funny and nonjudgmental of its disturbed lead as he establishes himself as an adult.To meet this end, the film tries hard to be youthful. Its poster has hand-drawn letters looking like that of Juno. Its original soundtrack is comprised of fast-paced indie rock which tries to convince the audience that Hallam is OK; just a little misguided. But strangely the film is anything but youthful.Like Young Adam this film's central mystery concerns a drowned woman- in this case Hallam's mother. Young Adam keeps its mystery quiet, contemplative, and paced well enough to hit you with the truths as they come. Hallam Foe does the opposite. It foregrounds its character's psychosis so clearly and so early that he never really does anything outside his expected parameters. The opening scene is Hallam in his treehouse watching his sister fooling around with her boyfriend. Hallam swiftly interrupts, asserting his presence in the household. Here we see everything that Hallam will do for the rest of the movie.The mystery surrounding his mother's drowning is whether it was suicide or murder by his father's girlfriend. The audience can never really trust Hallam because, besides being creepy, we think his obsession has led him close to insanity. This hindered the mystery element for me because Hallam is too sporadic to be relatable. Right when he's found some clues that would support his claim he runs away from home, at first it appearing to be looking for the police. Then he gets extremely sidetracked by a girl who resembles his mother, which frustratingly leads the story away from the mystery element.While Jamie Bell does bring out some very endearing traits in his lost character, he was limited by the obviousness of his psychological needs. This movie is in no way mysterious, yet it is not blunt either. It tries to be realistic in dealing with such issues, but it adds a very self-conscious spunk which registers itself as quite the opposite. It goes for a soundtrack-heavy, Trainspotting attitude to help the audience root for a protagonist who scales buildings, picks locks, and camps out for the sake of voyeurism. These urban peeping tom adventures Hallam engages in are way too difficult for an inward-drawn country boy to engage in and they are not sexy, giddy, or pleasant. They are more neutral than anything; not propelling the character or story. Mackenzie makes you understand Hallam, yet he fails to build common ground.He expects you to enjoy Hallam's trials and tribulations without much ideological justification. The film hinges on its audience's perspective on voyeurism/the kind of person who engages in it. Obviously, most people would be disgusted by it. And Hallam Foe realizes that, but it does not let us see Hallam weigh the morality of his decisions. He goes from person to person, trying to fill his deep void. There is a particularly disturbing line from Hallam's love interest Kate where she drunkenly says ""I love creepy boys,"" perhaps asking the audience to do the same. The line tries to foreshadow her understanding of him (her motivation remains vague throughout) and tries to further us from judging him. It's not hard to like Hallam, but it is very hard to participate in his adventure- if it is even an adventure at all. All the while, the film tries to use its flamboyant soundtrack to mask its indecisive mood.Great performances are weighed down by a film with a weak third act, muddy development, and needlessly ambiguous direction from Mackenzie. Recently this film was re-named for a US release, and for what reason? Not only is it more unappealing, but the hard truth is that the Hallam character never earns the title 'mister.'",negative
"Before I begin, let me get something off my chest: I'm a huge fan of John Eyres' first film PROJECT: SHADOWCHASER. The film, a B-grade cross of both THE TERMINATOR & DIE HARD, may not be the work of a cinematic genius, but is a hugely entertaining action film that became a cult hit (& spawned two sequels & a spin off).Judge and Jury begins with Joseph Meeker, a convicted killer who was sent to Death Row following his capture after the so-called ""Bloody Shootout"" (which seems like a poor name for a killing spree  Meeker kills three people while trying to rob a convenience store), being led to the electric chair. There is an amusing scene where Meeker talks to the priest about living for sex but meeting his one true love (who was killed during the shootout), expressing his revenge for the person who killed her  Michael Silvano, a washed-up football star who spends his days watching his son Alex practicing football with his high school team (and ends up harassing his son's coach). But once executed, Meeker returns as a revenant (or as Kelly Perine calls ""a hamburger without the fries""), whose sole aim is to get his revenge, which basically means making Silvano's life a misery.Let me point out the fact that Judge and Jury is not a true horror film. It is a supernatural action film, with Meeker chasing Silvano, using his ability to change form (which amounts to David Keith dressing up as everything from an Elvis impersonator, a French chef (with an accent as bad as his moustache), a drag queen, a clown & a stand-up comedian), a shotgun which fires explosive rounds & an invulnerability to death (although that doesn't stop Martin Kove from shooting Keith with a Desert Eagle), to pay Silvano back for killing Meeker's wife.Director John Eyres does not seem interested in characterisations, instead focusing solely on action scenes, which the film has plenty of. But that is the film's main flaw, since there's nothing to connect the action scenes together. The acting is surprisingly good, with Keith delivering the best performance, supported ably by Kove, as well as Paul Koslo, who plays the washed-up cop quite well. Kelly Perine is annoying as the cabbie who tries to help but makes the situation worse.",negative
"I can find no redeeming value to this movie. It appears to be loosely based on the Lion King school of thought. Father gets killed, son can't fill the shoes and tries to run away, etc, etc, etc. The only difference (other than being in a barnyard instead of a jungle) is that Barnyard tries to ""liven things up"" with club-type music. They go way over the top in trying to be cool. The problem is that it really isn't cool. It's like ""that guy"". Everybody knows at least one of ""those guys"" who are older and still hang out with the younger crowd in a futile attempt to cling onto their youth. They try to be cool to fit in but they really aren't. That's this movie.But hey, if you have money to burn and you feel like paying someone to suck 90 minutes of you life away, by all means don't let me stop you.",negative
"Alien Hunter: 5 out of 10: Is it me or does every movie that starts in Roswell, New Mexico suck. Take Alien mixed with The Thing, mixed with Contact, mixed with of all things On the Beach, The Andromeda Strain, the classroom scene from Raiders of the Lost Ark and a throw in a little Stargate to boot. Derivative doesn't even begin to describe this movie. Of course with nothing original plot wise they amp up the gore and sex right? Nope gore is a blink and you miss it affair and sex is all tease. (James Spader causally mentions he needs a shower and the delectable Leslie Stefanson asks to join him. he turns her down. AGGH!) In fact if a movie ever needed a shower scene to liven things up this is it. I mean if your going to have impossibly good-looking women in white bathing suits wandering around an Antarctica research base why not go for broke.With about 30 seconds of actual thrill in the entire movie Alien Hunter is remarkable serious and slow going for a sci-fi adventure. Needed a much better plot twist to liven it up and by the way the Alien itself is a horribly clichéd artifice and has virtually no screen time for someone who shares half the title. I also inquired during viewing what is with the Children of the Corn in space motif. (Note that since Jason of Friday the 13th fame, Pinhead from Hellraiser and that Leprechaun have all traveled to space to slay nubile teenagers why not the cornfield?) The characters in the cornfield dress like Logan's Run extras and I was just waiting for the stalks to come alive and attack them.That however would have been exciting and apparently against this movies covenant. The acting is mostly fine as Spader reprises his Stargate role while Stefanson and Janine Eser model the latest in Antarctic beachwear. John Lynch however read the whole script and acts the like the insane bad guy well before the story would indicate it.Alien Hunter is a disappointing derivative slog that makes me pine for a proper Children of The Corn in Space movie.",negative
"I watched the presentation of this on PBS in the U.S. when it originally aired in 1988 (?). Assuming the miniseries was available on DVD I purchased first editions of all three books last year. Since then I have been searching for the series on internet movie sites. Today I found this web site. I will give up the search.I too would like to buy this complete - 26 episodes - miniseries. After buying the DVDs I would read each book, then watch the episodes for that book. That is what I did with John LeCarre's Karla trilogy and Larry McMurty's Texas ranger trilogy.Does anyone have any suggestions for great books or book series that became very good TV miniseries - or movie series - that are now available on DVD?",positive
"As the metaphoric flies fled this steaming watery stool of a film i found myself longing to join them.From the opening sentences, you quickly gather that the actors are talentless. The script editor was probably dead and the director should be. To be honest I didn't manage to finish this film because about twenty dismal minutes in the sight of the main actress scuttling across the floor like a Shetland pony that has been shot in the ass was too much for me to stomach.I have never, and I mean never, seen a film as sweaty as this one and I watch tons of crap films.Turd.",negative
"After gorging myself on a variety of seemingly immature movies purchased on ex-rental DVDs, I figured that the time was right for a little serious drama and who better to provide it than Sam Mendes? For a number of reasons, ""American Beauty"" doesn't appeal to me as much as this film which is easily the darkest thing that Tom Hanks has ever done and probably one of the most underrated films of the last decade. For this is not a simple gangster tale lifted from its graphic novel origins, and is simply wonderful to watch because of it. And despite my usual allergy to any film with Tom Hanks' name on it (still can't watch ""Big"" without wanting a cat to kick), I'm glad I gave this a try because this is one of those movies that you'll kick yourself for if you miss it.Normally squeaky-clean Hanks plays Michael Sullivan, a devoted family man and father of two sons growing up during Prohibition in the early 1930's. He is also a professional hit-man to mob boss John Rooney (Paul Newman) but has managed to keep his job a secret from his sons. But after his eldest (Tyler Hoechlin) witnesses his dad involved in a mob killing, the pair are forced to go on the run as John seeks to tidy the matter up. Soon, father and son are pursued to Chicago where a fellow hit-man (a menacing Jude Law) is waiting for them.On the face of it, it reads like a pretty standard gangster film but as I've said, this isn't really about gangsters at all. It's about the relationship between a father and son thrown together in the most tragic of circumstances. Hanks is (*grits teeth*) superb as the tortured man who finds out that everything has its price and little Hoechlin is also good as Sullivan's son. In all honesty, there is not a single performance that I could single out as weaker than the others - the cast is pretty much faultless. As is the cinematography and costumes (and it's not often I praise costumes!) which recreates the 30's with stunning effect. There has been so much effort to get everything right and it pays off in spades. This could easily have looked rubbish - they admit that the early 30's look was difficult to put down - but it doesn't and that deserves every bit of credit. Chicago especially looks fantastic, lined with hundreds of rickety cars from the era and filled with people in monochrome suits and hats. True time-travel, even if a little CGI is needed.The story is also a winner, offering a human face to what is often seen as a stereotypical genre of movie villain. Law is surprisingly menacing as the almost mechanical killer Maguire and proves that you don't have to be Cagney or De Niro or Brando to play a gangster. The film is decidedly noir-ish, driving rain and ill-lit warehouses predominate but at least violence and killing are (finally) seen to have an emotional and psychological impact on those who perpetrate and those who merely witness such acts. The whole thing is evocative of a previous age and previous movies but it sweeps away the old and refreshes with a modern tale of redemption amid the Tommy-Gun shootouts and extortion rackets. It can feel a little slow in places, especially if you're used to masses of gun-play in movies like most modern audiences (like yours truly) but sometimes, words can speak louder than actions. Mendes has delivered a fine follow-up to his Oscar-winning debut, a film which is as intelligent as it is beautiful to watch. ""Road To Perdition"" may not be to everyone's tastes but this is one DVD I shall not be exchanging anytime soon.",positive
"I really enjoyed watching Hell to Pay. I've been a fan of Westerns for as long as I can remember and this one reminded me of a lot of the Westerns from the 1960s (even though I was too young to have seen them in their first run). The one thing that bothered me about the movie was the constant music. It was distracting at times. One thing I did notice, and I wonder how many other fans of Gunsmoke noticed, was the name of Buck Taylor's character. It was a play on Doc Adams' name from Gunsmoke. Instead of Gaylan Adams, Buck Taylor used Adam Galen. I wonder if that was his choice or Chris McIntyre's? Anyway, I would recommend this movie to fans of Westerns. Don't expect anything too ""deep"". Just plain old entertainment.",positive
"One of the last classics of the French New Wave. For direction, cineaste Jean Eustache drew from the simplicity of early-century cinema; for story, Eustache drew on the torments of his own complicated love life. So many things can be said of this film - observationally brilliant; self indulgently overlong; occasionally hilarious; emotionally draining...etc. etc. In my mind, whatever complaints that can be leveled against this film are easily overshadowed by its numerous strengths. Every film student, writer, or simply anyone willing to handle a 3 hour film with no abrupt cuts, no music video overstyling, no soap opera-like plot twists, and no banal dialogue should make it a point to see this movie. Everything is to be admired: the writing (concise, clever, surprisingly funny), acting (everyone, quite simply, is perfect in their respective roles), and, simple direction (the viewer feels like a casual observer within the film) make this film unforgettable. This is undoubtedly a film that stays with you.",positive
"This movie is everything but the true story of Phoolan Devi. Director Shekhar Kapoor's claims are countered by the fact that he made the entire movie without even once meeting Phoolan Devi, on whose life this movie is supposed to be based! The excuse being that meeting the woman would have interfered with director's conception of the story! The film wastes the opportunity of sensitizing the society of the plight of low-caste women in the Indian society and ends up as a stereotype portraying Phoolan Devi as an angry woman whose sole motivation is revenge. No wonder, this Shekhar Kapoor's film was successful in the west as it catered to their non-bollywood tastes!",negative
"Peter O'Toole, one of our finest actors, is magnificent as a reserved school master who is dedicated to teaching young boys. He meets a show girl and falls in love. The story is one of love and devotion. Petula Clark adds spirit and sensitivity, not too mention a remarkable voice. You will enjoy this film even though the ending might not be a happy one. I enjoyed it.",positive
